Decade,County,Adalia.bipunctata,Anatis.labiculata,Anatis.mali,Anisosticta.bitriangularis,Brachiacantha.ursina,Chilocorus.stigma,Coccinella.novemnotata,Coccinella.septempunctata,Coccinella.transversoguttata,Coccinella.trifasciata,Coccinella.undecimpunctata,Coleomegilla.maculata,Cycloneda.munda,Harmonia.axyridis,Hippodamia.convergens,Hippodamia.glacialis,Hippodamia.parenthesis,Hippodamia.quindecimmaculata,Hippodamia.tredecimpunctata,Hippodamia.variegata,Hyperaspis.undulata,Mulsantina.luteodorsa,Mulsantina.picta,Myzia.pullata,Neoharmonia.venusta,Olla.v-nigrum,Propylea.quatuordecimpunctata,Psyllobora.vigintimaculata,Totalcount,Population,Area,Urban_pop,Density,Prop_urban,Agriculture,Developed,Forest,Nontarget,Ag_change,Dev_change,For_change,Nont_Change,COUNTY_CD,OBJECTID,COUNTY_SEA,ODOT_DISTR,FIPS_COUNT,POP_2010,POP_2000,POP_1990,STATE_PLAN,ELEVATION_,ELEVATION1,LAT_NORTH_,LAT_SOUTH_,LONG_EAST_,LONG_WEST_,AREA_SQMI,AREA_ID,lon,lat,Regions,Decade30,Invasion,Totalinvasive,Totalnative,Propinvasive
1950,Pickaway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29352,506.7893372,NA,57.91755636,NA,90.86593443,0.992328219,7.767082817,0.374654531,-0.035291385,0.02471886,0.003573811,0.006998713,PIC,87,CIRCLEVILLE,6,39129,55698,52727,48255,S,1090,630,39.813,39.467,-82.731,-83.265,506.13,77,-83.02428951,39.64179329,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Montgomery,4,1,0,0,0,0,4,0,0,0,0,7,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,33,398441,464.3444214,NA,858.0721155,NA,71.36763789,17.12371456,11.01394516,0.4947024,-0.205963696,0.198660019,0.002434559,0.004869118,MOT,15,DAYTON,7,39113,535153,559062,573809,S,1090,680,39.924,39.577,-84.05,-84.487,464.51,82,-84.29072254,39.7545286,IOTP,1950-1970,1Pre-invasion,0,33,0
1950,Paulding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15047,418.8962097,NA,35.92059238,NA,93.4468606,0.640841014,5.645881337,0.266417051,0.000180012,0.003960253,-0.008100518,0.003960253,PAU,10,PAULDING,1,39125,19614,20293,20488,N,780,650,41.254,40.988,-84.34,-84.805,418.79,76,-84.58017051,41.11661904,WLEB,1950-1970,1Pre-invasion,0,0,0
1950,Perry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28999,412.5924683,NA,70.28485062,NA,61.12979644,2.245408283,35.8387927,0.786002574,-0.727874942,-0.012247017,0.728240524,0.011881434,PER,82,NEW LEXINGTON,5,39127,36058,34078,31557,S,1180,700,39.929,39.55,-82.024,-82.474,412.68,85,-82.23599517,39.7369972,AP,1950-1970,1Pre-invasion,0,0,0
1950,Putnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25248,484.2261047,NA,52.14093118,NA,93.91816144,0.794718485,5.135774788,0.151345291,0.011366467,0.005605381,-0.014636273,-0.002335575,PUT,21,OTTAWA,1,39137,34499,34726,33819,N,820,665,41.169,40.858,-83.88,-84.4,484.06,3,-84.13178645,41.02207447,WLEB,1950-1970,1Pre-invasion,0,0,0
1950,Lucas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395551,347.0145264,NA,1139.868708,NA,56.62997357,22.13411241,16.61536589,4.620548136,-0.105427448,0.062604341,0.032823804,0.009999304,LUC,45,TOLEDO,2,39095,441815,455054,462361,N,715,560,41.734,41.413,-83.239,-83.884,346.59,65,-83.65905358,41.6198494,WLEB,1950-1970,1Pre-invasion,0,0,0
1950,Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22221,495.2166443,NA,44.87127049,NA,71.94148286,0.544700934,27.00762948,0.506186727,-0.084822957,0.012379567,0.073054727,-0.000611337,BRO,33,GEORGETOWN,9,39015,44846,42285,34966,S,1090,500,39.254,38.644,-83.673,-84.053,493.39,16,-83.86719558,38.93361062,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Preble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27081,426.3253174,NA,63.52191365,NA,87.49575624,0.773779211,11.54303174,0.187432807,-0.039077972,0.017328694,0.016975047,0.004774232,PRE,19,EATON,8,39135,42270,42337,40113,S,1240,760,39.919,39.566,-84.478,-84.816,426.5,1,-84.64795817,39.74142435,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Muskingum,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,8,74535,672.590332,NA,110.8178284,NA,62.07123892,2.602615622,33.8501489,1.475996556,-0.69819436,0.019845897,0.652223638,0.026124825,MUS,54,ZANESVILLE,5,39119,86074,84585,82068,S,1280,660,40.168,39.755,-81.69,-82.235,672.51,74,-81.94437141,39.96532677,AP,1950-1970,1Pre-invasion,0,8,0
1950,Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26793,429.7047729,NA,62.3521117,NA,89.94949495,1.151795735,8.548681257,0.350028058,-0.023849607,0.006663861,0.0184133,-0.001227553,CHP,36,URBANA,7,39021,40097,38890,36019,S,1390,950,40.274,40.01,-83.495,-84.037,430.65,20,-83.76945465,40.13768342,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Morgan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12836,421.8582153,NA,30.42728465,NA,56.08084912,0.328288608,42.41431596,1.176546318,-0.850045774,0.003039709,0.830019454,0.016986611,MRG,52,MCCONNELSVILLE,10,39115,15054,14897,14194,S,1160,620,39.771,39.449,-81.586,-82.081,421.62,72,-81.85292629,39.62025138,AP,1950-1970,1Pre-invasion,0,1,0
1950,Scioto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82910,616.0733643,NA,134.5781279,NA,42.30855856,1.398844497,55.63650607,0.656090873,-0.754871719,0.012118096,0.733450842,0.009302781,SCI,27,PORTSMOUTH,9,39145,79499,79195,80327,S,1340,490,39.017,38.572,-82.651,-83.272,615.79,10,-82.99284968,38.80387801,AP,1950-1970,1Pre-invasion,0,0,0
1950,Marion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49959,404.144165,NA,123.6167792,NA,92.15315934,2.058946489,5.454939083,0.332955088,-0.054683767,0.016797062,0.036020366,0.00186634,MAR,48,MARION,6,39101,66501,66217,64274,N,1110,640,40.706,40.433,-82.857,-83.421,403.91,68,-83.16089779,40.58720891,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88183,406.8799744,NA,216.729762,NA,89.91296999,3.017139129,6.774848772,0.295042107,-0.070609952,0.031505753,0.038733543,0.000370656,ALL,22,LIMA,1,39003,106331,108473,109755,N,1070,750,40.921,40.642,-83.879,-84.398,406.65,4,-84.10585479,40.77154007,WLEB,1950-1970,1Pre-invasion,0,1,0
1950,Madison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22300,465.9407043,NA,47.86016717,NA,95.24602437,1.032631144,3.482548534,0.238795952,-0.022266109,0.010326311,0.012262495,-0.000322697,MAD,46,LONDON,6,39097,43435,40213,37068,S,1205,830,40.112,39.695,-83.206,-83.654,467.31,66,-83.40046131,39.89400874,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Athens,11,11,0,0,6,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,1,2,12,14,0,0,65,45839,508.5371094,NA,90.13894788,NA,53.36428979,1.481995446,44.60752918,0.546185596,-0.906899374,0.017939321,0.87784064,0.011119414,ATH,28,ATHENS,10,39009,64757,62223,59549,S,1120,580,39.557,39.179,-81.721,-82.299,508.54,11,-82.0452705,39.33367163,AP,1950-1970,1Pre-invasion,0,65,0
1950,Knox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35287,529.5310669,NA,66.6382054,NA,74.33593038,0.949972662,24.08305996,0.631036997,-0.413762074,0.013099143,0.396676235,0.003986696,KNO,8,MOUNT VERNON,5,39083,60921,54500,47473,N,1420,840,40.573,40.238,-82.179,-82.752,529.53,59,-82.42159231,40.39870655,AP,1950-1970,1Pre-invasion,0,0,0
1950,Medina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40417,423.1117554,NA,95.52322639,NA,77.12362371,2.294055565,19.6866621,0.895658623,-0.519139712,0.053304524,0.457277939,0.008557248,MED,49,MEDINA,3,39103,172332,151095,122354,N,1320,770,41.278,40.987,-81.684,-82.175,422.88,69,-81.8998326,41.11752611,LEGP,1950-1970,1Pre-invasion,0,1,0
1950,Clark,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,111661,403.7946777,NA,276.5291525,NA,85.54713299,5.397778445,8.860702491,0.19438607,-0.09362804,0.075052537,0.016886821,0.001688682,CLA,38,SPRINGFIELD,7,39023,138333,144742,147548,S,1300,820,40.041,39.769,-83.519,-84.054,401.41,22,-83.78417313,39.91660854,IOTP,1950-1970,1Pre-invasion,0,3,0
1950,Butler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147203,470.2001648,NA,313.0645436,NA,69.39531242,7.298351902,22.7852082,0.521127484,-0.1753671,0.218847872,-0.055674642,0.01219387,BUT,17,HAMILTON,8,39017,368130,332807,291479,S,1050,530,39.59,39.291,-84.331,-84.82,469.99,84,-84.57579812,39.43852735,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Hardin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28673,470.5338135,NA,60.93717216,NA,93.99679487,0.735897436,5.151282051,0.116025641,-0.033173077,0.001923077,0.031410256,-0.000160256,HAR,64,KENTON,1,39065,32058,31945,31111,N,1140,835,40.821,40.503,-83.415,-83.881,470.58,50,-83.65939749,40.66149457,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75979,231.713913,NA,327.9000342,NA,48.264396,12.53129564,35.82698728,3.377321093,-0.853132172,0.408799291,0.441072919,0.003259962,LAK,40,PAINESVILLE,12,39085,230041,227511,215499,N,1250,570,41.854,41.569,-81.001,-81.49,231.43,60,-81.23754065,41.69652174,LEGP,1950-1970,1Pre-invasion,0,0,0
1950,Ashland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33040,426.8442688,NA,77.40527967,NA,72.27673774,1.090153272,25.61223912,1.02086986,-0.346770545,0.011665064,0.334398507,0.000706974,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,LEGP,1950-1970,1Pre-invasion,0,0,0
1950,Morrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17168,407.355011,NA,42.14505661,NA,84.23578199,0.387292654,15.12811019,0.248815166,-0.247334123,0.004628258,0.238262737,0.004443128,MRW,53,MOUNT GILEAD,6,39117,34827,31628,27749,N,1480,910,40.714,40.345,-82.623,-83.022,407.19,73,-82.79411522,40.52397039,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Seneca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52978,552.3652954,NA,95.91116683,NA,91.45894268,1.398044266,6.984218798,0.158794255,-0.042017724,0.009549483,0.031240451,0.001227791,SEN,29,TIFFIN,2,39147,56745,58683,59733,N,990,600,41.258,40.991,-82.829,-83.422,552.71,12,-83.1277352,41.12390967,WLEB,1950-1970,1Pre-invasion,0,0,0
1950,Harrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19054,410.7887268,NA,46.38394084,NA,52.43682046,2.378783427,42.76226859,2.422127535,-0.741441375,-0.020202762,0.734645901,0.026998237,HAS,86,CADIZ,11,39067,15864,15856,16085,N,1360,860,40.434,40.159,-80.865,-81.341,411.07,51,-81.09128611,40.29383274,AP,1950-1970,1Pre-invasion,0,0,0
1950,Meigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23227,432.3764343,NA,53.71939393,NA,41.24274877,0.667949576,57.15988956,0.929412093,-0.389056225,0.00313755,0.379120649,0.006798025,MEG,50,POMEROY,10,39105,23770,23072,22987,S,1020,540,39.206,38.879,-81.743,-82.325,432.14,70,-82.02269477,39.0821006,AP,1950-1970,1Pre-invasion,0,0,0
1950,Mahoning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,257629,423.3810425,NA,608.5038633,NA,51.97581332,13.0564072,31.13680236,3.830977119,-0.396724011,0.093503378,0.290091126,0.013129507,MAH,47,YOUNGSTOWN,4,39099,238823,257555,264806,N,1310,800,41.135,40.897,-80.518,-81.088,424.93,67,-80.77641875,41.01467315,LEGP,1950-1970,1Pre-invasion,0,2,0
1950,Auglaize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30637,401.717804,NA,76.26497928,NA,91.96734106,1.611934922,5.414390346,1.006333673,-0.046526986,0.009755658,0.035458066,0.001313262,AUG,30,WAPAKONETA,7,39011,45949,46611,44585,N,1105,780,40.687,40.354,-83.879,-84.457,402.02,13,-84.22180919,40.56095109,WLEB,1950-1970,1Pre-invasion,0,0,0
1950,Shelby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28488,411.0359497,NA,69.30780634,NA,91.42552879,0.969447709,7.300969448,0.304054054,-0.039842832,0.016157462,0.021849295,0.001836075,SHE,14,SIDNEY,7,39149,49423,47910,44915,N,1150,870,40.484,40.183,-84.001,-84.435,411.02,81,-84.20479082,40.33150662,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49115,457.2767334,NA,107.4076077,NA,34.13753499,2.353197444,63.037968,0.471299573,-0.752660136,0.018317315,0.725431695,0.008911126,LAW,41,IRONTON,9,39087,62450,62319,61834,S,1060,520,38.849,38.403,-82.292,-82.81,457.02,61,-82.53681776,38.59843257,AP,1950-1970,1Pre-invasion,0,0,0
1950,Clermont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42182,457.6712646,NA,92.16659044,NA,56.57328717,2.48924562,40.29876193,0.638705277,-0.20590704,0.131806736,0.072460917,0.001639387,CLE,39,BATAVIA,8,39025,197363,177977,150187,S,970,460,39.272,38.772,-83.992,-84.321,459.66,23,-84.15180524,39.04730051,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19039,399.0057983,NA,47.71609857,NA,62.20589125,1.602854896,34.97852779,1.212726063,-0.750771185,-0.001512127,0.737918103,0.014365209,CAR,83,CARROLLTON,11,39019,28836,28836,26521,N,1380,900,40.73,40.424,-80.86,-81.322,398.92,19,-81.08995781,40.57953071,AP,1950-1970,1Pre-invasion,0,0,0
1950,Belmont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87740,541.3875122,NA,162.0650607,NA,52.1641791,2.747828024,43.54867454,1.539318334,-0.543829361,0.019213633,0.509578971,0.015036757,BEL,31,SAINT CLAIRSVILLE,11,39013,70400,70226,71074,S,1380,620,40.173,39.849,-80.702,-81.238,542.03,14,-80.98844148,40.01573563,AP,1950-1970,1Pre-invasion,0,0,0
1950,Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22423,419.9747925,NA,53.39129967,NA,93.48625963,1.002500862,4.637374957,0.873864551,-0.015810049,0.007366046,0.004132172,0.004311832,HEN,65,NAPOLEON,2,39069,28215,29210,29108,N,760,640,41.489,41.165,-83.88,-84.343,419.7,52,-84.06819426,41.33383332,WLEB,1950-1970,1Pre-invasion,0,0,0
1950,Ashtabula,2,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,10,78695,709.765564,NA,110.874638,NA,47.76923862,2.261791411,45.78034141,4.188628558,-0.316676302,0.031773897,0.276188493,0.008713912,ATB,26,JEFFERSON,4,39007,101497,102728,99821,N,1190,575,41.962,41.497,-80.518,-81.004,709.79,8,-80.74831002,41.70720688,LEGP,1950-1970,1Pre-invasion,1,9,0.1
1950,Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20499,585.7857056,NA,34.99402564,NA,47.46892109,0.509920553,51.54725642,0.473901947,-0.253287984,0.005788705,0.242996954,0.004502326,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,AP,1950-1970,1Pre-invasion,0,0,0
1950,Wyandot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19785,407.620575,NA,48.53778541,NA,90.6222242,0.631402855,8.114970095,0.631402854,-0.029423521,0.001295375,0.025352342,0.002775804,WYA,55,UPPER SANDUSKY,1,39175,22615,22908,22254,N,980,710,40.995,40.686,-83.11,-83.517,407.62,40,-83.30442772,40.84228502,WLEB,1950-1970,1Pre-invasion,0,0,0
1950,Wayne,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,58716,556.3108521,NA,105.5453076,NA,82.97492204,1.98263167,13.42634702,1.616099272,-0.240655319,0.034920738,0.202080085,0.003654496,WAY,73,WOOSTER,3,39169,114520,111564,101461,N,1320,840,40.993,40.666,-81.647,-82.13,556.92,33,-81.88798062,40.82873586,LEGP,1950-1970,1Pre-invasion,0,4,0
1950,Mercer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28311,473.2922668,NA,59.81716158,NA,91.26063911,0.981091688,4.153712858,3.604556342,-0.021979002,0.005733653,0.017838031,-0.001592681,MER,18,CELINA,7,39107,40814,40924,39443,N,1070,780,40.729,40.351,-84.433,-84.805,473.23,88,-84.62936259,40.53989382,IOTP,1950-1970,1Pre-invasion,0,1,0
1950,Vinton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10759,414.9590149,NA,25.92786182,NA,43.32688729,0.790973596,55.41467954,0.467459579,-0.919106956,0.002907991,0.910201233,0.005997732,VIN,84,MCARTHUR,10,39163,13435,12806,11098,S,1140,580,39.413,39.027,-82.26,-82.763,414.92,28,-82.48533035,39.25093665,AP,1950-1970,1Pre-invasion,0,1,0
1950,Tuscarawas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70320,571.4823608,NA,123.0484173,NA,55.8001394,4.39353299,38.1050942,1.701233421,-0.603642181,-0.001716018,0.581861958,0.023496241,TUS,37,NEW PHILADELPHIA,11,39157,92582,90914,84090,N,1380,790,40.664,40.214,-81.266,-81.713,571.58,21,-81.47384662,40.44075315,AP,1950-1970,1Pre-invasion,0,0,0
1950,Stark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283194,580.9082031,NA,487.5021535,NA,68.3073404,9.625181952,20.3264712,1.741006446,-0.436161364,0.140491786,0.281243502,0.014426076,STA,32,CANTON,4,39151,375586,378098,367585,N,1350,900,40.99,40.634,-81.086,-81.65,580.23,15,-81.36573245,40.81396848,LEGP,1950-1970,1Pre-invasion,0,0,0
1950,Licking,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70645,688.3791504,NA,102.6251303,NA,75.51216558,2.101327154,21.93929499,0.447212274,-0.496695281,0.037304262,0.4592813,0.000109718,LIC,42,NEWARK,5,39089,166492,145491,128300,S,1360,760,40.278,39.913,-82.183,-82.783,687.16,62,-82.48311389,40.09158826,AP,1950-1970,1Pre-invasion,0,2,0
1950,Clinton,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25572,412.284668,NA,62.02510543,NA,89.54908442,1.251243199,9.008073481,0.1915989,-0.033822325,0.018465161,0.009141169,0.006215995,CLI,67,WILMINGTON,8,39027,42040,40543,35415,S,1190,790,39.57,39.222,-83.578,-84.008,412.44,25,-83.80855326,39.41491049,IOTP,1950-1970,1Pre-invasion,0,5,0
1950,Warren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38505,407.1390686,NA,94.57456425,NA,73.36167565,2.5900634,23.2727973,0.775463649,-0.115912188,0.127947799,-0.01888665,0.00685104,WAR,85,LEBANON,8,39165,212693,158383,113909,S,1060,570,39.59,39.254,-83.978,-84.366,407.21,29,-84.16677245,39.42758647,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Huron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39353,494.5126953,NA,79.57935231,NA,86.34517149,1.215032839,12.01228412,0.427511554,-0.121928971,0.011250304,0.109918511,0.000760156,HUR,4,NORWALK,3,39077,59626,59487,56240,N,1200,600,41.291,40.992,-82.336,-82.843,495.96,56,-82.59783432,41.14629738,WLEB,1950-1970,1Pre-invasion,0,0,0
1950,Highland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28188,557.8397217,NA,50.53064331,NA,79.42623837,0.813324681,19.30834956,0.452087389,-0.091796453,0.010815488,0.06313541,0.017845555,HIG,1,HILLSBORO,9,39071,43589,40875,35728,S,1340,700,39.38,39.018,-83.344,-83.873,557.74,53,-83.60106612,39.18463319,AP,1950-1970,1Pre-invasion,0,0,0
1950,Miami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61309,409.2189026,NA,149.8195699,NA,90.32685512,2.466136631,7.045053003,0.161955241,-0.061101296,0.03717609,0.020244405,0.003680801,MIA,16,TROY,7,39109,102506,98868,93182,S,1160,770,40.2,39.879,-84.022,-84.438,410.11,83,-84.22883081,40.05344355,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Columbiana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98920,535.1810913,NA,184.8346319,NA,58.77492781,3.609456777,36.26488901,1.350726403,-0.434685752,0.037222523,0.381530861,0.015932368,COL,69,LISBON,11,39029,107841,112075,108276,N,1440,660,40.931,40.581,-80.518,-81.088,534.79,27,-80.77728502,40.76840629,LEGP,1950-1970,1Pre-invasion,0,1,0
1950,Guernsey,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38452,528.2915039,NA,72.78557334,NA,56.82139922,1.420791853,40.83306694,0.924741986,-0.869657046,0.011844689,0.844683304,0.013129053,GUE,13,CAMBRIDGE,5,39059,40087,40792,39024,S,1320,760,40.223,39.838,-81.225,-81.729,528.41,80,-81.49433528,40.05203386,AP,1950-1970,1Pre-invasion,0,3,0
1950,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26202,423.0502319,NA,61.93590743,NA,87.36530019,1.179514226,11.01545128,0.439734307,-0.062717373,0.010868636,0.049888819,0.001959918,WIL,76,BRYAN,2,39171,37642,39188,36956,N,1090,675,41.707,41.425,-84.341,-84.807,423.13,36,-84.5875141,41.56071091,WLEB,1950-1970,1Pre-invasion,0,0,0
1950,Logan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31329,466.7751465,NA,67.1179694,NA,84.07064206,1.359594706,12.76429384,1.805469396,-0.057026727,0.007754342,0.048303092,0.000969293,LOG,43,BELLEFONTAINE,7,39091,45858,46005,42310,N,1549,960,40.538,40.228,-83.519,-84.016,466.67,63,-83.76586877,40.38846785,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Monroe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15362,457.4577637,NA,33.58124229,NA,47.7663729,0.604913188,50.86746003,0.761253892,-0.910668109,0.003793076,0.901927542,0.004947491,MOE,51,WOODSFIELD,10,39111,14642,15180,15497,S,1400,600,39.87,39.544,-80.823,-81.32,457.17,71,-81.08310008,39.7273678,AP,1950-1970,1Pre-invasion,0,0,0
1950,Union,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20687,436.9747009,NA,47.34141349,NA,92.37028236,0.854423385,6.638531248,0.136763,-0.05284025,0.010878875,0.041616014,0.000345361,UNI,66,MARYSVILLE,6,39159,52300,40909,31969,N,1110,910,40.508,40.106,-83.169,-83.552,436.94,24,-83.37157896,40.29932793,IOTP,1950-1970,1Pre-invasion,0,0,0
1950,Summit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410032,420.0610657,NA,976.1247435,NA,44.43534954,18.61178126,33.98170486,2.97116434,-0.60134126,0.27625797,0.316826067,0.008257223,SUM,34,AKRON,4,39153,541781,542899,514990,N,1320,610,41.352,40.906,-81.391,-81.69,420.01,17,-81.53227807,41.12581329,LEGP,1950-1970,1Pre-invasion,0,0,0
1950,Hocking,1,0,5,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,16,19520,423.5991516,NA,46.08130098,NA,45.20984102,0.73508462,53.64906832,0.40600604,-0.907993333,0.007122913,0.891254488,0.009615933,HOC,2,LOGAN,10,39073,29380,28241,25533,S,1220,640,39.662,39.362,-82.16,-82.748,423.5,54,-82.47938836,39.49702844,AP,1950-1970,1Pre-invasion,0,16,0
