County,Num,Name,Genus,Species,Subspecies,Regions,Landscape,Location,GPS,Habitat,ColMethod,Date,Year,Decade,HDecade,Decade30,Invasion,Museum,Source,Notes,COUNTY_CD,OBJECTID,COUNTY_SEA,ODOT_DISTR,FIPS_COUNT,POP_2010,POP_2000,POP_1990,STATE_PLAN,ELEVATION_,ELEVATION1,LAT_NORTH_,LAT_SOUTH_,LONG_EAST_,LONG_WEST_,AREA_SQMI,AREA_ID,lon,lat,YearGroup
Cuyahoga,4762,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,713,Coleomegilla maculata,Coleomegilla,maculata,,LEGP,Urban,Solon,,,,5-May-06,2006,2000,2005-2009,1980-2000,4Pquat,OSU ATI,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4641,Harmonia axyridis,Harmonia,axyridis,,LEGP,Urban,"1905 Spring Rd, Cleveland, OH",41.435703; -81.694894,home garden,sticky trap,,2014,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1040 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4765,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,31,Harmonia axyridis,Harmonia,axyridis,,LEGP,Urban,Cleveland,,,,21-Sep-08,2008,2000,2005-2009,1980-2000,4Pquat,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,274,Chilocorus stigma,Chilocorus,stigma,,LEGP,Urban,North Olmsted,,,,21-Apr-63,1963,1960,1960-1964,1950-1970,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1970
Cuyahoga,4524,Harmonia axyridis,Harmonia,axyridis,,LEGP,Urban,"4435 Mallard Circle, Westlake, OH",41.425776; -81.959567,home garden,sticky trap,,2014,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1021 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,2339,Harmonia axyridis,Harmonia,axyridis,,LEGP,Urban,Rocky River,,,,13-Jul-08,2008,2000,2005-2009,1980-2000,4Pquat,LLP,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4646,Harmonia axyridis,Harmonia,axyridis,,LEGP,Urban,"1051 Lakeland Ave., Lakewood, Ohio",41.494811; -81.805517,home garden,sticky trap,,2010,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  704 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4770,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4773,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4774,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4775,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,282,Hippodamia convergens,Hippodamia,convergens,,LEGP,Urban,Cleveland,,,,29-Sep-34,1934,1930,1930-1934,1920-1940,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1938
Cuyahoga,281,Hippodamia convergens,Hippodamia,convergens,,LEGP,Urban,Cleveland,,,,28-Jun-37,1937,1930,1935-1939,1920-1940,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1938
Cuyahoga,2346,Harmonia axyridis,Harmonia,axyridis,,LEGP,Urban,Lakewood,,,,7-Jun-09,2009,2000,2005-2009,1980-2000,4Pquat,LLP,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,2349,Harmonia axyridis,Harmonia,axyridis,,LEGP,Urban,Lakewood,,,,27-May-09,2009,2000,2005-2009,1980-2000,4Pquat,LLP,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,165,Cycloneda munda,Cycloneda,munda,,LEGP,Urban,"Cleveland, CMNH courtyard",,,,29-Jul-74,1974,1970,1970-1974,1950-1970,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1992
Cuyahoga,4780,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4781,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,450,Hippodamia parenthesis,Hippodamia,parenthesis,,LEGP,Urban,Cleveland,,,,19-May-23,1923,1920,1920-1924,1920-1940,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1938
Cuyahoga,4783,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,288,Hippodamia convergens,Hippodamia,convergens,,LEGP,Urban,Bratenahl,,,,11-Sep-58,1958,1950,1955-1959,1950-1970,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1970
Cuyahoga,1506,Hippodamia convergens,Hippodamia,convergens,,LEGP,Urban,Euclid,,,,4-Jun-35,1935,1930,1935-1939,1920-1940,1Pre-invasion,"Michigan State University, A.J. Cook Arthropod Research Collection",Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1938
Cuyahoga,130,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,Cleveland,,,,12-Jun-32,1932,1930,1930-1934,1920-1940,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1938
Cuyahoga,5029,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,"2665 Leighton Rd, Shaker Heights, OH",41.484797; -81.578261,home garden,sticky trap,,2013,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  966 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4461,Harmonia axyridis,Harmonia,axyridis,,LEGP,Urban,"8076 McCreavy Rd., Broadview Hts, Ohio",41.345642; -81.672147,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  281 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4789,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4790,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,5316,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,"1051 Lakeland Ave., Lakewood, Ohio",41.494811; -81.805517,home garden,sticky trap,,2010,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  704 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,5289,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,"1707 Preyer, Cleveland Hts, Ohio",41.322683; -81.746111,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  229 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4670,Harmonia axyridis,Harmonia,axyridis,,LEGP,Urban,"36700 Jackson Rd, Moreland Hills, Ohio",41.437806; -81.429483,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  221 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,502,Anatis labiculata,Anatis,labiculata,,LEGP,Urban,Cleveland,,,,22-Jun-52,1952,1950,1950-1954,1950-1970,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1970
Cuyahoga,341,Hippodamia parenthesis,Hippodamia,parenthesis,,LEGP,Urban,Cleveland,,,,30-May-51,1951,1950,1950-1954,1950-1970,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1970
Cuyahoga,100,Harmonia axyridis,Harmonia,axyridis,,LEGP,Urban,Cleveland,,,,16-Oct-13,2013,2010,2010-2014,2010-2018,4Pquat,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,438,Adalia bipunctata,Adalia,bipunctata,,LEGP,Urban,Cleveland,,,,12-Aug-74,1974,1970,1970-1974,1950-1970,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1992
Cuyahoga,303,Hippodamia convergens,Hippodamia,convergens,,LEGP,Urban,Mayfield,,,,24-Oct-14,2014,2010,2010-2014,2010-2018,4Pquat,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,305,Hippodamia convergens,Hippodamia,convergens,,LEGP,Urban,Mayfield,,,,24-Oct-14,2014,2010,2010-2014,2010-2018,4Pquat,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,225,Coleomegilla maculata,Coleomegilla,maculata,,LEGP,Urban,Cleveland,,,,1-Jul-22,1922,1920,1920-1924,1920-1940,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1938
Cuyahoga,469,Hippodamia parenthesis,Hippodamia,parenthesis,,LEGP,Urban,Cleveland,,,,30-May-51,1951,1950,1950-1954,1950-1970,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1970
Cuyahoga,470,Hippodamia parenthesis,Hippodamia,parenthesis,,LEGP,Urban,Cleveland,,,,7-Jul-51,1951,1950,1950-1954,1950-1970,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1970
Cuyahoga,104,Harmonia axyridis,Harmonia,axyridis,,LEGP,Urban,Hunting Valley,,,,27-Aug-10,2010,2010,2010-2014,2010-2018,4Pquat,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,472,Hippodamia glacialis,Hippodamia,glacialis,,LEGP,Urban,Cleveland,,,,12-Nov-27,1927,1920,1925-1929,1920-1940,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1938
Cuyahoga,486,Anisosticta bitriangularis,Anisosticta,bitriangularis,,LEGP,Urban,Berea,,,,9-May-70,1970,1970,1970-1974,1950-1970,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1970
Cuyahoga,5291,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,"1707 Preyer, Cleveland Hts, Ohio",41.322683; -81.746111,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  229 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,5292,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,"1707 Preyer, Cleveland Hts, Ohio",41.322683; -81.746111,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  229 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,315,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,North Olmsted,,,,21-May-26,1926,1920,1925-1929,1920-1940,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1938
Cuyahoga,2259,Anatis labiculata,Anatis,labiculata,,LEGP,Urban,Lakewood,,,,20-May-12,2012,2010,2010-2014,2010-2018,4Pquat,LLP,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,5227,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,"21419 Jonathan Rd. , Strongsville, Ohio",41.342947; -81.861097,home garden,sticky trap,,2010,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  674 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,439,Adalia bipunctata,Adalia,bipunctata,,LEGP,Urban,Rocky River,,,,21-Jul-67,1967,1960,1965-1969,1950-1970,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1970
Cuyahoga,5297,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,"1905 Spring Rd, Cleveland, OH",41.435703; -81.694894,home garden,sticky trap,,2014,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1040 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,320,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,Bedford,,,,22-Apr-25,1925,1920,1925-1929,1920-1940,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1938
Cuyahoga,4691,Hippodamia variegata,Hippodamia,variegata,,LEGP,Urban,"1 Wade Oval, Cleveland, Ohio",41.511392; -81.612947,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  252 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4690,Hippodamia variegata,Hippodamia,variegata,,LEGP,Urban,"19081 Colahan Drive, Rocky River, Ohio",41.473111; -81.833833,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  248 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,1576,Hippodamia parenthesis,Hippodamia,parenthesis,,LEGP,Urban,Cleveland,,,,13-Aug-38,1938,1930,1935-1939,1920-1940,1Pre-invasion,"Michigan State University, A.J. Cook Arthropod Research Collection",Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1938
Cuyahoga,159,Cycloneda munda,Cycloneda,munda,,LEGP,Urban,South Chagrin Reservation,,,sweep,5-Oct-03,2003,2000,2000-2004,1980-2000,4Pquat,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4871,Propylea quatuordecimpunctata,Propylea,quatuordecimpunctata,,LEGP,Urban,"6162 State Rd., Parma, Ohio",41.395847; -81.711167,home garden,sticky trap,,2010,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  473 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,242,Brachiacantha ursina,Brachiacantha,ursina,,LEGP,Urban,North Olmsted,,,,19-Jun-57,1957,1950,1955-1959,1950-1970,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1970
Cuyahoga,5224,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,"21419 Jonathan Rd. , Strongsville, Ohio",41.342947; -81.861097,home garden,sticky trap,,2010,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  674 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,5225,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,"21419 Jonathan Rd. , Strongsville, Ohio",41.342947; -81.861097,home garden,sticky trap,,2010,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  674 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,5226,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,"21419 Jonathan Rd. , Strongsville, Ohio",41.342947; -81.861097,home garden,sticky trap,,2010,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  674 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,140,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,"Hunting Valley, Luce Creek Preserve",,,malaise trap,11-27 June 2003,2003,2000,2000-2004,1980-2000,4Pquat,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,452,Hippodamia parenthesis,Hippodamia,parenthesis,,LEGP,Urban,Strongsville,,,,13-Jul-69,1969,1960,1965-1969,1950-1970,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1970
Cuyahoga,5229,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Urban,"21419 Jonathan Rd. , Strongsville, Ohio",41.342947; -81.861097,home garden,sticky trap,,2010,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  674 ,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,4784,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
Cuyahoga,372,Coccinella transversoguttata,Coccinella,transversoguttata,,LEGP,Urban,Cleveland,,,,6-Jun-21,1921,1920,1920-1924,1920-1940,1Pre-invasion,Cleveland Museum of Natural History,Museum,,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,1938
Cuyahoga,4785,Hyperaspis�undulata,Hyperaspis,undulata,,LEGP,Urban,"4101 Fulton Parkway, Cleveland, Ohio",41.445809; -81.717666,home garden,sticky trap,,2009,2000,2005-2009,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  188 garden diff location,CUY,74,CLEVELAND,12,39035,1280122,1393978,1412140,N,1280,575,41.628,41.274,-81.374,-81.972,459.01,34,-81.65880262,41.4243744,2016
